Mod:Item:MetaData, Localized Name
thermalexpansion:machine:1, Pulverizer (Basic)
thermalexpansion:machine:2, Sawmill (Basic)
thermalexpansion:machine:3, Induction Smelter (Basic)
thermalexpansion:machine:4, Phytogenic Insolator (Basic)
thermalexpansion:machine:5, Compactor (Basic)
thermalexpansion:machine:6, Magma Crucible (Basic)
thermalexpansion:machine:7, Fractionating Still (Basic)
thermalexpansion:machine:8, Fluid Transposer (Basic)
thermalexpansion:machine:9, Energetic Infuser (Basic)
thermalexpansion:machine:10, Centrifugal Separator (Basic)
thermalexpansion:machine:11, Sequential Fabricator (Basic)
thermalexpansion:machine:12, Alchemical Imbuer (Basic)
thermalexpansion:machine:13, Arcane Ensorcellator (Basic)
thermalexpansion:machine:14, Glacial Precipitator (Basic)
thermalexpansion:machine:15, Igneous Extruder (Basic)
thermalexpansion:device:0, Aqueous Accumulator
thermalexpansion:device:1, Nullifier
thermalexpansion:device:2, Thermal Mediator
thermalexpansion:device:3, Arboreal Extractor
thermalexpansion:device:4, Aquatic Entangler
thermalexpansion:device:5, Item Allocator
thermalexpansion:device:6, Fluid Allocator
thermalexpansion:device:7, Lexical Transmuter
thermalexpansion:device:8, Insightful Condenser
thermalexpansion:device:9, Decoctive Diffuser
thermalexpansion:device:10, Factorizer
thermalexpansion:device:11, Creature Encaptulator
thermalexpansion:device:12, Vacuumulator
thermalexpansion:dynamo:0, Steam Dynamo (Basic)
thermalexpansion:dynamo:1, Magmatic Dynamo (Basic)
thermalexpansion:dynamo:2, Compression Dynamo (Basic)
thermalexpansion:dynamo:3, Reactant Dynamo (Basic)
thermalexpansion:dynamo:4, Enervation Dynamo (Basic)
thermalexpansion:dynamo:5, Numismatic Dynamo (Basic)
thermalexpansion:cell:0, Energy Cell (Basic)
thermalexpansion:tank:0, Portable Tank (Basic)
thermalexpansion:cache:0, Cache (Basic)
thermalexpansion:strongbox:0, Strongbox (Basic)
thermalexpansion:capacitor:0, Flux Capacitor (Basic)
thermalexpansion:capacitor:1, Flux Capacitor (Hardened)
thermalexpansion:capacitor:2, Flux Capacitor (Reinforced)
thermalexpansion:capacitor:3, Flux Capacitor (Signalum)
thermalexpansion:capacitor:4, Flux Capacitor (Resonant)
thermalexpansion:capacitor:32000, Flux Capacitor (Creative)
thermalexpansion:reservoir:0, Reservoir (Basic)
thermalexpansion:reservoir:1, Reservoir (Hardened)
thermalexpansion:reservoir:2, Reservoir (Reinforced)
thermalexpansion:reservoir:3, Reservoir (Signalum)
thermalexpansion:reservoir:4, Reservoir (Resonant)
thermalexpansion:reservoir:32000, Reservoir (Creative)
thermalexpansion:satchel:0, Satchel (Basic)
thermalexpansion:satchel:1, Satchel (Hardened)
thermalexpansion:satchel:2, Satchel (Reinforced)
thermalexpansion:satchel:3, Satchel (Signalum)
thermalexpansion:satchel:4, Satchel (Resonant)
thermalexpansion:satchel:100, Satchel (Void)
thermalexpansion:satchel:32000, Satchel (Creative)
thermalexpansion:frame:0, Machine Frame
thermalexpansion:frame:64, Device Frame
thermalexpansion:frame:128, Energy Cell Frame
thermalexpansion:frame:129, Hardened Cell Frame
thermalexpansion:frame:130, Reinforced Cell Frame (Empty)
thermalexpansion:frame:131, Signalum Cell Frame (Empty)
thermalexpansion:frame:132, Resonant Cell Frame (Empty)
thermalexpansion:frame:146, Reinforced Cell Frame (Full)
thermalexpansion:frame:147, Signalum Cell Frame (Full)
thermalexpansion:frame:148, Resonant Cell Frame (Full)
thermalexpansion:augment:128, Augment: Auxiliary Reception Coil
thermalexpansion:augment:129, Augment: Auxiliary Sieve
thermalexpansion:augment:130, Augment: Nullification Chamber
thermalexpansion:augment:256, Augment: Trivection Chamber
thermalexpansion:augment:257, Augment: Flux Anodizers
thermalexpansion:augment:258, Augment: Pyrolytic Conversion
thermalexpansion:augment:273, Augment: Tectonic Initiator
thermalexpansion:augment:288, Augment: Resin Funnel
thermalexpansion:augment:303, Augment: Metallurgical Recovery
thermalexpansion:augment:304, Augment: Pyro-Concentrator
thermalexpansion:augment:320, Augment: Nutrient Recovery
thermalexpansion:augment:323, Augment: Sapling Infuser
thermalexpansion:augment:324, Augment: Monoculture Cycle
thermalexpansion:augment:336, Augment: Numismatic Press
thermalexpansion:augment:337, Augment: Gearworking Die
thermalexpansion:augment:352, Augment: Pyroconvective Loop
thermalexpansion:augment:368, Augment: Reflux Column
thermalexpansion:augment:369, Augment: Alchemical Retort
thermalexpansion:augment:400, Augment: Flux Linkage Concentrator
thermalexpansion:augment:401, Augment: Flux Reconstruction
thermalexpansion:augment:402, Augment: Parabolic Flux Coupling
thermalexpansion:augment:416, Augment: Enstabulation Apparatus
thermalexpansion:augment:432, Augment: Pattern Validation
thermalexpansion:augment:433, Augment: Fluidic Fabrication
thermalexpansion:augment:448, Augment: Reagent Recovery
thermalexpansion:augment:496, Augment: Pyroclastic Injection
thermalexpansion:augment:497, Augment: Clastic Deposition
thermalexpansion:augment:512, Augment: Auxiliary Transmission Coil
thermalexpansion:augment:513, Augment: Fuel Catalyzer
thermalexpansion:augment:514, Augment: Transmission Coil Ducting
thermalexpansion:augment:515, Augment: Excitation Field Limiter
thermalexpansion:augment:576, Augment: Boiler Conversion
thermalexpansion:augment:640, Augment: Turbine Conversion
thermalexpansion:augment:656, Augment: Isentropic Reservoir
thermalexpansion:augment:672, Augment: Closed-Loop Cooling
thermalexpansion:augment:673, Augment: Ignition Plugs
thermalexpansion:augment:674, Augment: Agitative Manifold
thermalexpansion:augment:688, Augment: Elemental Catalyzer
thermalexpansion:augment:704, Augment: Disjunctive Extraction
thermalexpansion:augment:720, Augment: Lapidary Calibration
thermalexpansion:florb:0, Florb (Empty§r)
thermalexpansion:florb:1, Magmatic Florb (Empty§r)
thermalexpansion:morb:0, Morb (Empty§r)
thermalexpansion:morb:1, Reusable Morb (Empty§r)
appliedintegrations:energyimportpartitem, ME Energy Import Bus
appliedintegrations:energyexportpartitem, ME Energy Export Bus
appliedintegrations:energystoragepartitem, ME Energy Storage Bus
appliedintegrations:energyinterfacepartitem, ME Energy Interface
appliedintegrations:energymonitorpartitem, ME Energy Storage Monitor
appliedintegrations:energyterminalpartitem, ME Energy Terminal
appliedintegrations:energyannihilationpartitem, ME Energy Annihilation Plane
appliedintegrations:energyformationpartitem, ME Energy Formation Plane
appliedintegrations:interaction_bus, ME Interaction Bus
appliedintegrations:wireless_energy_terminal, ME Wireless Energy Terminal
appliedintegrations:advancedwrench, Advanced Network Tool
appliedintegrations:network_card, ME Network Card
appliedintegrations:energystoragecell_1k, ME 1k Energy Cell
appliedintegrations:energystoragecell_4k, ME 4k Energy Cell
appliedintegrations:energystoragecell_16k, ME 16k Energy Cell
appliedintegrations:energystoragecell_64k, ME 64k Energy Cell
appliedintegrations:energystoragecomponent_1k:0, 1k ME Energy Storage Component
appliedintegrations:energystoragecomponent_4k:0, 4k ME Energy Storage Component
appliedintegrations:energystoragecomponent_16k:0, 16k ME Energy Storage Component
appliedintegrations:energystoragecomponent_64k:0, 64k ME Energy Storage Component
appliedintegrations:einterface, ME Energy Interface
appliedintegrations:servercore, ME Multi-Controller Core
appliedintegrations:serverframe, ME Multi-Controller Rib
appliedintegrations:serverport, ME Multi-Controller Port
appliedintegrations:serverhousing, ME Multi-Controller Housing
appliedintegrations:serversecurity, ME Multi-Controller Terminal
appliedintegrations:blocklogicbusribs, ME Logic Bus Rib
appliedintegrations:blocklogicbuscore, ME Logic Bus Core
appliedintegrations:blocklogicbusport, ME Logic Bus Port
appliedintegrations:blockmeturret, ME Defence Tower
appliedintegrations:blocksingularity, Black Hole
appliedintegrations:blockwhitehole, White Hole
appliedintegrations:blockmepylon, ME Pylon
aquaculture:fishing_rod, Wooden Fishing Rod
aquaculture:iron_fishing_rod, Iron Fishing Rod
aquaculture:gold_fishing_rod, Golden Fishing Rod
aquaculture:diamond_fishing_rod, Diamond Fishing Rod
aquaculture:admin_fishing_rod, Admin Fishing Rod
aquaculture:loot:0, Driftwood
aquaculture:loot:1, Neptunium Ingot
aquaculture:loot:2, Tin Can
aquaculture:loot:3, Message In A Bottle
aquaculture:loot:4, Box
aquaculture:loot:5, Lockbox
aquaculture:loot:6, Treasure Chest
aquaculture:loot:7, Neptune's Bounty
aquaculture:food:0, Seaweed
aquaculture:food:1, Algae
aquaculture:food:2, Raw Whale Steak
aquaculture:food:3, Raw Fish Fillet
aquaculture:food:4, Cooked Fish Fillet
aquaculture:food:5, Cooked Whale Steak
aquaculture:food:6, Cooked Whale Burger
aquaculture:food:7, Frog Legs
aquaculture:food:8, Cooked Frog Legs
aquaculture:food:9, Turtle Soup
aquaculture:food:10, Sushi
aquaculture:neptunium_pickaxe, Neptunium Pickaxe
aquaculture:neptunium_shovel, Neptunium Shovel
aquaculture:neptunium_axe, Neptunium Axe
aquaculture:neptunium_hoe, Neptunium Hoe
aquaculture:neptunium_sword, Neptunium Sword
aquaculture:neptunium_helmet, Neptunium Helmet
aquaculture:neptunium_chestplate, Neptunium Chestplate
aquaculture:neptunium_leggings, Neptunium Leggings
aquaculture:neptunium_boots, Neptunium Boots
aquaculture:fish:0, Bluegill
aquaculture:fish:1, Perch
aquaculture:fish:2, Gar
aquaculture:fish:3, Bass
aquaculture:fish:4, Muskellunge
aquaculture:fish:5, Brown Trout
aquaculture:fish:6, Catfish
aquaculture:fish:7, Carp
aquaculture:fish:8, Blowfish
aquaculture:fish:9, Red Grouper
aquaculture:fish:10, Salmon
aquaculture:fish:11, Tuna
aquaculture:fish:12, Sword Fish
aquaculture:fish:13, Shark
aquaculture:fish:14, Whale
aquaculture:fish:15, Squid
aquaculture:fish:16, Jellyfish
aquaculture:fish:17, Frog
aquaculture:fish:18, Turtle
aquaculture:fish:19, Leech
aquaculture:fish:20, Pirahna
aquaculture:fish:21, Electric Eel
aquaculture:fish:22, Tambaqui
aquaculture:fish:23, Arapaima
aquaculture:fish:24, Cod
aquaculture:fish:25, Pollock
aquaculture:fish:26, Herring
aquaculture:fish:27, Halibut
aquaculture:fish:28, Pink Salmon
aquaculture:fish:29, Rainbow Trout
aquaculture:fish:30, Blackfish
aquaculture:fish:31, Capitaine
aquaculture:fish:32, Boulti
aquaculture:fish:33, Bagrid
aquaculture:fish:34, Syndontis
aquaculture:fish:35, Red Shrooma
aquaculture:fish:36, Brown Shrooma
aquaculture:fish:37, Goldfish
aquaculture:fish:38, Fish Bones
biomesoplenty:grass:0, Spectral Moss
biomesoplenty:grass:1, Overgrown Stone
biomesoplenty:grass:2, Loamy Grass Block
biomesoplenty:grass:3, Sandy Grass Block
biomesoplenty:grass:4, Silty Grass Block
biomesoplenty:grass:5, Origin Grass Block
biomesoplenty:grass:6, Overgrown Netherrack
biomesoplenty:grass:7, Flowering Grass Block
biomesoplenty:grass:8, Mycelial Netherrack
biomesoplenty:dirt:8, Coarse Loamy Dirt
biomesoplenty:dirt:0, Loamy Dirt
biomesoplenty:dirt:9, Coarse Sandy Dirt
biomesoplenty:dirt:1, Sandy Dirt
biomesoplenty:dirt:10, Coarse Silty Dirt
biomesoplenty:dirt:2, Silty Dirt
biomesoplenty:grass_path:0, Loamy Grass Path
biomesoplenty:grass_path:1, Sandy Grass Path
biomesoplenty:grass_path:2, Silty Grass Path
biomesoplenty:farmland_0:0, Loamy Farmland
biomesoplenty:farmland_0:1, Sandy Farmland
biomesoplenty:farmland_1:0, Silty Farmland
biomesoplenty:white_sand:0, White Sand
biomesoplenty:white_sandstone:0, White Sandstone
biomesoplenty:white_sandstone:1, Chiseled White Sandstone
biomesoplenty:white_sandstone:2, Smooth White Sandstone
biomesoplenty:white_sandstone_stairs:0, White Sandstone Stairs
biomesoplenty:dried_sand:0, Dried Sand
biomesoplenty:hard_ice:0, Hardened Ice
biomesoplenty:ash_block:0, Ash Block
biomesoplenty:mud:0, Mud
biomesoplenty:flesh:0, Flesh
biomesoplenty:crystal:0, Celestial Crystal
biomesoplenty:biome_block:0, Biome Essence Ore
biomesoplenty:gem_ore:0, Ender Amethyst Ore
biomesoplenty:gem_ore:1, Ruby Ore
biomesoplenty:gem_ore:2, Peridot Ore
biomesoplenty:gem_ore:3, Topaz Ore
biomesoplenty:gem_ore:4, Tanzanite Ore
biomesoplenty:gem_ore:5, Malachite Ore
biomesoplenty:gem_ore:6, Sapphire Ore
biomesoplenty:gem_ore:7, Amber Ore
biomesoplenty:gem_block:0, Block of Amethyst
biomesoplenty:gem_block:1, Block of Ruby
biomesoplenty:gem_block:2, Block of Peridot
biomesoplenty:gem_block:3, Block of Topaz
biomesoplenty:gem_block:4, Block of Tanzanite
biomesoplenty:gem_block:5, Block of Malachite
biomesoplenty:gem_block:6, Block of Sapphire
biomesoplenty:gem_block:7, Block of Amber
biomesoplenty:hive:0, Hive Block
biomesoplenty:hive:1, Honeycomb Block
biomesoplenty:hive:2, Empty Honeycomb Block
biomesoplenty:hive:3, Filled Honeycomb Block
biomesoplenty:honey_block:0, Honey Block
biomesoplenty:blue_fire:0, Blue Fire
biomesoplenty:bamboo_thatching:0, Bamboo Thatching
biomesoplenty:mud_brick_block:0, Mud Bricks
biomesoplenty:mud_brick_stairs:0, Mud Bricks Stairs
biomesoplenty:other_slab:0, Mud Bricks Slab
biomesoplenty:other_slab:1, White Sandstone Slab
biomesoplenty:log_0:4, Sacred Oak Wood
biomesoplenty:log_0:5, Cherry Wood
biomesoplenty:log_0:6, Umbran Wood
biomesoplenty:log_0:7, Fir Wood
biomesoplenty:log_1:4, Ethereal Wood
biomesoplenty:log_1:5, Magic Wood
biomesoplenty:log_1:6, Mangrove Wood
biomesoplenty:log_1:7, Palm Wood
biomesoplenty:log_2:4, Redwood Wood
biomesoplenty:log_2:5, Willow Wood
biomesoplenty:log_2:6, Pine Wood
biomesoplenty:log_2:7, Hellbark Wood
biomesoplenty:log_3:4, Jacaranda Wood
biomesoplenty:log_3:5, Mahogany Wood
biomesoplenty:log_3:6, Ebony Wood
biomesoplenty:log_3:7, Eucalyptus Wood
biomesoplenty:log_4:4, Giant Flower Stem
biomesoplenty:log_4:5, Dead Wood
biomesoplenty:leaves_0:8, Yellow Autumn Leaves
biomesoplenty:leaves_0:9, Orange Autumn Leaves
biomesoplenty:leaves_0:10, Bamboo Leaves
biomesoplenty:leaves_0:11, Magic Leaves
biomesoplenty:leaves_1:8, Umbran Leaves
biomesoplenty:leaves_1:9, Dead Leaves
biomesoplenty:leaves_1:10, Fir Leaves
biomesoplenty:leaves_1:11, Ethereal Leaves
biomesoplenty:leaves_2:8, Origin Leaves
biomesoplenty:leaves_2:9, Pink Cherry Leaves
biomesoplenty:leaves_2:10, White Cherry Leaves
biomesoplenty:leaves_2:11, Maple Leaves
biomesoplenty:leaves_3:8, Hellbark Leaves
biomesoplenty:leaves_3:9, Flowering Oak Leaves
biomesoplenty:leaves_3:10, Jacaranda Leaves
biomesoplenty:leaves_3:11, Sacred Oak Leaves
biomesoplenty:leaves_4:8, Mangrove Leaves
biomesoplenty:leaves_4:9, Palm Leaves
biomesoplenty:leaves_4:10, Redwood Leaves
biomesoplenty:leaves_4:11, Willow Leaves
biomesoplenty:leaves_5:8, Pine Leaves
biomesoplenty:leaves_5:9, Mahogany Leaves
biomesoplenty:leaves_5:10, Ebony Leaves
biomesoplenty:leaves_5:11, Eucalyptus Leaves
biomesoplenty:leaves_6:8, Giant Red Flower Petal
biomesoplenty:leaves_6:9, Giant Yellow Flower Petal
biomesoplenty:planks_0:0, Sacred Oak Wood Planks
biomesoplenty:planks_0:1, Cherry Wood Planks
biomesoplenty:planks_0:2, Umbran Wood Planks
biomesoplenty:planks_0:3, Fir Wood Planks
biomesoplenty:planks_0:4, Ethereal Wood Planks
biomesoplenty:planks_0:5, Magic Wood Planks
biomesoplenty:planks_0:6, Mangrove Wood Planks
biomesoplenty:planks_0:7, Palm Wood Planks
biomesoplenty:planks_0:8, Redwood Wood Planks
biomesoplenty:planks_0:9, Willow Wood Planks
biomesoplenty:planks_0:10, Pine Wood Planks
biomesoplenty:planks_0:11, Hellbark Wood Planks
biomesoplenty:planks_0:12, Jacaranda Wood Planks
biomesoplenty:planks_0:13, Mahogany Wood Planks
biomesoplenty:planks_0:14, Ebony Wood Planks
biomesoplenty:planks_0:15, Eucalyptus Wood Planks
biomesoplenty:sacred_oak_stairs:0, Sacred Oak Wood Stairs
biomesoplenty:cherry_stairs:0, Cherry Wood Stairs
biomesoplenty:umbran_stairs:0, Umbran Wood Stairs
biomesoplenty:fir_stairs:0, Fir Wood Stairs
biomesoplenty:ethereal_stairs:0, Ethereal Wood Stairs
biomesoplenty:magic_stairs:0, Magic Wood Stairs
biomesoplenty:mangrove_stairs:0, Mangrove Wood Stairs
biomesoplenty:palm_stairs:0, Palm Wood Stairs
biomesoplenty:redwood_stairs:0, Redwood Wood Stairs
biomesoplenty:willow_stairs:0, Willow Wood Stairs
biomesoplenty:pine_stairs:0, Pine Wood Stairs
biomesoplenty:hellbark_stairs:0, Hellbark Wood Stairs
biomesoplenty:jacaranda_stairs:0, Jacaranda Wood Stairs
biomesoplenty:mahogany_stairs:0, Mahogany Wood Stairs
biomesoplenty:ebony_stairs:0, Ebony Wood Stairs
biomesoplenty:eucalyptus_stairs:0, Eucalyptus Wood Stairs
biomesoplenty:wood_slab_0:0, Sacred Oak Wood Slab
biomesoplenty:wood_slab_0:1, Cherry Wood Slab
biomesoplenty:wood_slab_0:2, Umbran Wood Slab
biomesoplenty:wood_slab_0:3, Fir Wood Slab
biomesoplenty:wood_slab_0:4, Ethereal Wood Slab
biomesoplenty:wood_slab_0:5, Magic Wood Slab
biomesoplenty:wood_slab_0:6, Mangrove Wood Slab
